PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Distance to buildings,Distance to road,Direction to building,Direction to road
4C13334106,04/12/11,05:22:00 PM,"EVL, HW",Rattlesnake,,Sight,No,Den06,3D diff,10,5,545,322933,5435290,253,"Rock slide, rocks, den","Cool, breeze, Sunny",2/9,18.9,26,,16,49.2,3.1,185,95,90,Female,Sub Adult,No,"Blue (polish), Blue (polish), Lt blue",YES,"Tip was green

1016768",12/04/11,05:22:00 PM,"EVL, HW",,At capture location,Coiled,2011-011,Capt,50+,50+,W,W
4C133B4151,04/12/11,05:40:00 PM,"EVL, HW",Rattlesnake,,Sight,No,Den06,3D diff,10,5,545,322934,5435290,254,"Rock slide, rocks, den","Cool, breeze, Sunny",2/9,18.9,26,,16,44.5,3.8,160,95,65,Male,Juvenile,NA,"Blue (polish), Blue (polish), Blue bell",YES,1016769,12/04/11,05:30:00 PM,"EVL, HW",,At capture location,Coiled,2011-012,Capt,50+,50+,W,W
4723730A01 (sighting),04/12/11,06:12:00 PM,"EVL, HW",Rattlesnake,,Sight,Yes,Den06,3D diff,150,4.4,546,322933,5435289,255,"Rock slide, rocks, den","Cool, breeze, Sunny",2/9,18.9,26,,,,,,,,Female,Adult,,"Pine Green, Red, Solid royal blue",NO,Sighting,12/04/11,12:00:00 AM,,,Sighting,Coiled,2011-013,Sight,50+,50+,W,W
"4C132E3B53 ""Hill""",04/12/11,09:40:00 AM,"EVL, WH",Rattlesnake,,Sight,No,Den06,3D diff,5,5,548,322933,5435289,256,"Rock slide, rocks, den","Cool, breeze, Sunny",2/9,18.9,26,,Canvas,73.3,6.2,435,178,257,Male,Adult,NA,Tango blue,YES,"Trans snake ""Hill""

101-6682",04/05/11,04:46:00 PM,"EVL, TR, KB",22,In captivity long due to vet being away and wanted to keep longer for check-up.,"Coiled, Basking",2011-014,Capt,50+,50+,W,W
"430A435C15 ""Mowgli """,04/15/11,02:37:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,21,5,458,322469,5435559,261,"Den, Shrub-steppe, rocks","Windy, Sunny, Cool",3/9,20.7,28,,canvas,7,5.5,381,178,203,Male,Adult,NA,"Daisy cream, Pt purple, Fiesta yellow (and trans blue now)",YES,"Last caught in 2007-has lost 60g since that measurement.

shed 3times

101-6783",01/05/11,03:40:00 PM,"EVL, LM",16,"At capture location

in captivity long due to vet away. kept in snake hotel","Coiled, Basking",2011-015,Capt,50+,50+,S,W
44621A771B ,04/15/11,03:11:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,3,4.8,464,322484,5435558,262,"Den, Shrub-steppe, rocks","Windy, Sunny",3/9,20.7,28,,28,57.5,3.1,189,109,80,Female,Sub Adult,No," Aqua green,  Aqua green",YES,"Rattle must have broken since last. was juv so only 2 rattle colours

101-6784",16/04/2011,02:36:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-016,Capt,50+,50+,S,W
430F5B2E26 (Billy ex trans snake),04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,9,3.6,466,322483,5435561,263,"Den, Shrub-steppe, rocks","Windy, Sunny",2/9,20.7,28,,5,6.1,77,388,129,259,Male,Adult,NA,"Tango blue, Tango blue, Fiesta yellow (twice)",YES,"Ex transmitter snake Billy

shed once since last painted

101-6782",16/04/2011,02:37:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-017,Capt,50+,50+,S,W
"445C745512 ""Tarzan """,04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,12,2,468,322482,5435559,264,"Den, Shrub-steppe, rocks","Sunny, Windy",2/9,20.7,28,,11,74.5,5,341,119,222,Male,Adult,NA,"Fuchsia,  Aqua green, Royal blue (and trans blue now)",YES,"10-6785

shed 3 times",01/05/11,03:41:00 PM,"EVL, LM",16,"At capture location

in captivity long due to vet away. kept in snake hotel","Coiled, Basking",2011-018,Capt,50+,50+,S,W
4C132C3146,04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,No,Rancher creek den,3D diff,5,2.2,468,322482,5435561,265,"Den, Shrub-steppe, rocks","Windy, Sunny",2/9,20.7,28,,26,53.5,4.4,200,98,102,Male,Sub Adult,NA,"Blue (polish), Green (polish), Daisy cream",YES,101-6787,16/04/2011,02:36:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-019,Capt,50+,50+,S,W
4310122C53 (Yoho- transmitter 2004),04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,8,2.2,472,322484,5435564,266,"Den, Shrub-steppe, rocks","Sunny, Windy",2/9,20.7,28,,4,67.5,4.9,300,98,202,Male,Adult,NA,Tango blue (daisy cream at base),YES,"Yoho-transmitter 2004

shed 3 times

101-6790",16/04/2011,02:37:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-020,Capt,50+,50+,S,W
471D417308,04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,Yes,Rancher creek den,3D diff,4,2,472,322484,5435564,267,"Den, Shrub-steppe, rocks","Windy, Sunny",3/9,20.7,28,,15,61.5,4.6,219,92,127,Male,Adult,NA,"Citrus green, Aqua green, Red",YES,"101-6791

shed once",16/04/2011,02:36:00 PM,"EVL, GG",1,At capture location,"Coiled, Basking",2011-021,Capt,50+,50+,S,W
4C13300A5D,04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,No,Rancher creek den,3D diff,6,2.2,478,322488,5435561,268,"Den, Shrub-steppe, rocks","Sunny, Windy",3/9,20.7,28,,14,55.5,3.1,210,94,116,Female,Sub Adult,No,"Blue (polish), Green (polish), Citrus green",YES,101-6789,16/04/2011,02:35:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-022,Capt,50+,50+,S,W
4C13333336,04/15/11,03:00:00 PM,EVL GG,Rattlesnake,,Sight,No,Rancher creek den,3D diff,6,2.2,472,322484,5435561,269,"Den, Shrub-steppe, rocks","Windy, Sunny",2/9,20.7,28,,29,65.5,3.9,226,76,150,Female,Adult,No,"Blue (polish), Green (polish), Tango blue",YES,101-6788,16/04/2011,02:35:00 PM,EVL GG,1,At capture location,"Coiled, Basking",2011-023,Capt,50+,50+,S,W
4C133C1410,04/19/11,02:21:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 25,3D diff,2,2.8,385,321011,5436643,270,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,36,62.5,5,214,74,140,Male,Adult,NA,"Blue (polish), Green (polish), Pine Green",YES,101-6618,22/04/2011,04:16:00 PM,EVL GG,3,At capture location,"Coiled, Basking",2011-024,Capt,50+,50+,S,W
45665a6035,04/19/11,02:32:00 PM,"EVL, JH",Rattlesnake,,Sight,Yes,Den 25,3D diff,4,2.7,387,321013,5436643,271,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,,,,,,,Male,Adult,No,"Citrus green, Fiesta yellow, Lt blue",,Sighting,,,,,Sighting,"Coiled, Basking",2011-025,Sight,50+,50+,S,W
4549283774,04/19/11,02:21:00 PM,"EVL, JH",Rattlesnake,,Sight,Yes,Den 25,3D diff,4,2.8,385,321003,5436633,272,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,34,76.5,5.7,352,115,237,Female,Adult,No,"Citrus green,  Aqua green, Royal blue",YES,101-6621,22/04/2011,04:16:00 PM,EVL GG,3,At capture location,"Coiled, Basking",2011-026,Capt,50+,50+,W,W
"4559620B22 ""Gator """,04/19/11,02:38:00 PM,"EVL, JH",Rattlesnake,,Sight,Yes,Den 25 sat,3D diff,1,3.3,384,321013,5436643,273,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,31,80.4,5.6,358,107,251,Male,Adult,NA,"Fiesta yellow,  Aqua green, Red",YES,101-6625,03/05/11,02:29:00 PM,"EVL, KB, TR",14,"At capture location

in captivity long due to vet away",Coiled,2011-027,Capt,50+,50+,S,W
"4603275371 ""Carson""",04/19/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 25 sat,3D diff,19,4.0093,385,321003,5436637,274,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,33,78.5,6,328,87,241,Male,Adult,NA,"Fiesta yellow, Lt blue, Blue bell",YES,101-6620,03/05/11,02:30:00 PM,"EVL, KB, TR",14,"At capture location

in captivity long due to vet away

.",Coiled,2011-028,Capt,50+,50+,S,W
"4C13327B1D ""Neelix""",04/19/11,02:41:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 25 sat,3D diff,5,4.1,388,321008,5436649,275,"Rock slide, rocks","breeze, Cool",5/9,17.3,19.8,,8,79,6,307,94,213,Male,Adult,NA," Fiesta yellow,Citrus green, Royal blue",YES,"Master files say this should be 4566372b24 but he has no pit tag, so retagged with new # and painted with old colours



8 new rattles



photo 101-6614",03/05/11,02:30:00 PM,"EVL, KB, TR",14,"At capture location

in captivity long due to vet away",Coiled,2011-029,Capt,50+,50+,S,W
4657566A44 (Arrowhead),04/22/11,04:16:00 PM,"EVL, GG",Rattlesnake,,Sight,Yes,Den 25,3D diff,10,5,388,321012,5436642,276,"Rock slide, rocks, den",Sunny,0/9,26.2,23.5,,5,75.6,5.4,356,128,228,Male,Adult,NA,Tango blue,YES,"Arrowhead - 2007 trans snake

4 new rattles

101-6637",23/04/2011,02:15:00 PM,"EVL, GG",1,At capture location,Coiled,2011-030,Capt,50+,50+,S,S
4C13300D50,04/22/11,04:17:00 PM,"EVL, GG",Rattlesnake,,Sight,No,Den 25,3D diff,10,5,382,321016,5436643,277,"Rock slide, rocks, den",Sunny,0/9,26.2,23.5,,23,63.5,3.6,227,102,125,Female,Sub Adult,No,"Blue (polish), Green (polish),  Aqua green",YES,"difficult to probe. suspect female

101-6639",23/04/2011,02:16:00 PM,"EVL, GG",1,At capture location,Coiled,2011-031,Capt,50+,50+,S,S
4C132A2E18,04/22/11,04:17:00 PM,"EVL, GG",Rattlesnake,,Sight,No,Den 25,3D diff,10,5,381,321013,5436639,278,"Rock slide, rocks, den",Sunny,0/9,26.2,23.5,,36,59,3.3,177,73,104,Female,Sub Adult,No,"Blue (polish), Green (polish), Car pink",YES,101-6640,23/04/2011,02:16:00 PM,"EVL, GG",1,At capture location,Coiled,2011-032,Capt,50+,50+,S,S
4C133D1A6C,04/23/11,02:16:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,367,321133,5436261,285,"Rock slide, rocks","breeze, Sunny",0/9,20.8,23.1,,15,46.5,3.1,174,92,82,Female,Sub Adult,No,"Blue (polish), Green (polish), Lt blue",YES,101-6648,26/04/2011,05:03:00 PM,"EVL, LM",3,At capture location,Coiled,2011-033,Capt,50+,50+,S,W
4C13383960,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,364,321134,5436262,284,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,34,66.5,4.9,288,115,173,Male,Adult,NA,"Blue (polish), Green (polish), Blue bell",YES,101-6649,26/04/2011,05:02:00 PM,"EVL, LM",3,At capture location,Coiled,2011-034,Capt,50+,50+,S,W
4C13373219,04/23/11,02:16:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 25,3D diff,10,5,386,321012,5436640,279,"Rock slide, rocks","breeze, Sunny",0/9,20.8,23.1,,3,56.4,3,237,124,113,Female,Adult,No,"Blue (polish), White (polish),  Aqua green",YES,101-6660,26/04/2011,04:09:00 PM,"EVL, LM",3,At capture location,Coiled,2011-035,Capt,50+,50+,S,W
4C133C5469,04/23/11,02:16:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 25,3D diff,10,5,386,321013,5436641,280,"Rock slide, rocks","breeze, Sunny",0/9,20.8,23.1,,3,47.6,3.1,172,100,72,Female,Juvenile,No,"Blue (polish), White (polish), Car pink",YES,"101-6661

difficult to probe",26/04/2011,04:10:00 PM,"EVL, LM",3,At capture location,Coiled,2011-036,Capt,50+,50+,S,W
Neonate,04/23/11,02:16:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 25,3D diff,10,5,384,321014,5436643,281,"Rock slide, rocks","breeze, Sunny",0/9,20.8,23.1,,3,30.4,1.8,116,100,16,,Neonate,No,Blue (polish),YES,"101-6664

small, not probed or tagged",26/04/2011,04:10:00 PM,"EVL, LM",3,At capture location,Coiled,2011-037,Capt,50+,50+,S,W
4C132A4C56,04/23/11,02:16:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 25,3D diff,10,5,383,321014,5436644,282,"Rock slide, rocks","breeze, Sunny",0/9,20.8,23.1,,13,57.4,4.1,219,100,119,Male,Adult,NA,"Blue (polish), White (polish), Lt blue",YES,"101-6665

base rattle painted",26/04/2011,04:11:00 PM,"EVL, LM",3,At capture location,Coiled,2011-038,Capt,50+,50+,S,W
4C1336103A,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,368,321132,5436260,286,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,16,58.5,3.4,243,96,147,Female,Adult,No,"Blue (polish), Green (polish), Gold",YES,101-6651,26/04/2011,05:02:00 PM,"EVL, LM",3,At capture location,Coiled,2011-039,Capt,50+,50+,S,W
4C13357A41,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,366,321134,5436262,287,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,26,57.5,3.2,214,98,116,Female,Adult,No,"Blue (polish), White (polish), Daisy cream",YES,101-6652,26/04/2011,05:02:00 PM,"EVL, LM",3,At capture location,Coiled,2011-040,Capt,50+,50+,S,W
4C133A5A6A,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,368,321133,5436261,288,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,2,57.5,3.1,171,89,82,Female,Adult,No,"Blue (polish), White (polish), Tango blue",YES,101-6655,26/04/2011,05:01:00 PM,"EVL, LM",3,At capture location,Coiled,2011-041,Capt,50+,50+,S,W
4C133D3229,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,368,321133,5436261,289,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,17,45,3.3,162,101,61,Male,Juvenile,NA,"Blue (polish), White (polish), Citrus green",YES,101-6656,26/04/2011,05:03:00 PM,"EVL, LM",3,At capture location,Coiled,2011-042,Capt,50+,50+,S,W
4C132F5B3D,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,368,321133,5436261,290,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,17,33.1,2.3,130,101,29,,Neonate,No,Blue (polish),YES,"101-6658

small, did not probe",26/04/2011,05:02:00 PM,"EVL, LM",3,At capture location,Coiled,2011-043,Capt,50+,50+,S,W
4C13360167,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 22,3D diff,10,5,363,321133,5436262,291,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,17,42,3.1,139,101,38,Male,Juvenile,No,"Blue (polish), White (polish), Pine Green",YES,101-6659,26/04/2011,05:03:00 PM,"EVL, LM",3,At capture location,Coiled,2011-044,Capt,50+,50+,S,W
4C13355030,04/23/11,03:35:00 PM,EVL GG,Rattlesnake,,Sight,No,Den 25,3D diff,10,5,383,321013,5436642,283,"Rock slide, rocks","Sunny, Windy",0/9,20.8,23.1,,13,51.7,3.8,191,106,85,Male,Adult,NA,"Blue (polish), White (polish), Blue bell",YES,101-6666,26/04/2011,04:11:00 PM,"EVL, LM",3,At capture location,Coiled,2011-045,Capt,50+,50+,S,W
4C132E7C27,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,430,3220852,5437481,292,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,76,4.1,312,93,219,Female,Adult,No,"Blue (polish),  Aqua green, Citrus green",YES,"101-6690

semi-old scar halfway on body",30/04/2011,12:18:00 PM,"EVL, JG",6,At capture location,Coiled,2011-046,Capt,50+,50+,S,W
"4C13314D3D ""Tiberius""",04/24/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 26,3D diff,5,3,404,320936,5437182,308,"Rock slide, Pine stand, rocks, den","Sunny, Warm, Hazy",1/9,26.5,29.1,,4,76,5.4,403,99,304,Male,Adult,NA,Tango blue,YES,"101-6673

to be transmitter snake

Tiberius",03/05/11,03:19:00 PM,"EVL, TR, KB",9,At capture location,"Coiled, Under rock",2011-047,Capt,50+,50+,S,W
"47252B053B ""McCoy""",04/24/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,Yes,Den 26,3D diff,5,3,402,320933,5437181,309,"Rock slide, Pine stand, rocks, den","Sunny, Warm, Hazy",1/9,26.5,29.1,,28,73.7,5.8,330,110,220,Male,Adult,NA,"Citrus green,  Aqua green, Blue bell / trans blue",YES,"101-6675

to be trans snake ""McCoy""

4 new rattles",03/05/11,03:19:00 PM,"EVL,TR, KB",9,At capture location,"Coiled, Under rock",2011-048,Capt,50+,50+,S,W
4C133B6152,04/24/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 26,3D diff,5,3,400,320930,5437185,310,"Rock slide, Pine stand, rocks, den","Sunny, Warm, Hazy",1/9,26.5,29.1,,29,51.7,3.1,170,75,95,Female,Adult,Yes,"Blue (polish),  Aqua green, Daisy cream",YES,101-6686,30/04/2011,11:43:00 AM,"EVL, JG",6,At capture location,"Coiled, Under rock",2011-049,Capt,50+,50+,S,W
4C132D6B27,04/24/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 26,3D diff,5,3,399,320931,5437186,311,"Rock slide, Pine stand, rocks, den","Sunny, Warm, Hazy",1/9,26.5,29.1,,29,48,2.7,148,75,73,Female,Sub Adult,No,"Blue (polish),  Aqua green, Tango blue",YES,101-6687,30/04/2011,11:43:00 AM,"EVL, JG",6,At capture location,"Coiled, Under rock",2011-050,Capt,50+,50+,S,W
4C132D465B,04/24/11,02:39:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 26,3D diff,5,3,399,320930,5437185,312,"Rock slide, Pine stand, rocks, den","Sunny, Warm, Hazy",1/9,26.5,29.1,,29,33.7,2.7,111,75,36,Male,Juvenile,NA,"Blue (polish),  Aqua green",YES,"101-6688

painted base and button",30/04/2011,11:43:00 AM,"EVL, JG",6,At capture location,"Coiled, Under rock",2011-051,Capt,50+,50+,S,W
4C13335B0A,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,433,3220853,5437479,293,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,30,82.9,5.1,582,131,451,Female,Adult,Yes,"Blue (polish), White (polish), Gold",YES,101-6679,30/04/2011,12:18:00 PM,"EVL, JG",6,At capture location,Coiled,2010-052,Capt,50+,50+,S,W
"4C133B7A7D ""Wesley""",04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,433,3220852,5437480,294,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,23,73.3,6.1,380,130,250,Male,Adult,NA,Tango blue,YES,"101-6680

new trans snake ""Wesley""",03/05/11,04:07:00 PM,"EVL, TR, KB",9,At capture location,Coiled,2011-053,Capt,50+,50+,S,W
"4C13310502 ""Sisko""",04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,433,3220852,5437480,295,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,7,75.1,5.2,337,111,226,Male,Adult,NA,Tango blue,YES,"101-6661

new trans snake ""Sisko""",03/05/11,04:09:00 PM,"EVL, TR, KB",9,At capture location,Coiled,2011-054,Capt,50+,50+,S,W
4C1333005C,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,431,3220854,5437482,296,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,66.5,5.8,265,93,172,Male,Adult,NA,"Blue (polish),  Aqua green, Pine Green",YES,101-6691,30/04/2011,12:19:00 PM,"EVL, JG",6,At capture location,Coiled,2011-055,Capt,50+,50+,S,W
4C13326C6E,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,430,3220854,5437482,297,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,71,5.6,264,94,170,Male,Adult,NA,"Blue (polish),  Aqua green,  Aqua green",YES,101-6693,30/04/2011,12:19:00 PM,"EVL, JG",6,At capture location,Coiled,2011-056,Capt,50+,50+,S,W
4C132A2B21,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,430,3220854,5437482,298,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,42.1,2.6,144,94,50,Female,Juvenile,No,"Blue (polish),  Aqua green, Car pink",YES,101-6696,30/04/2011,12:19:00 PM,"EVL, JG",6,At capture location,Coiled,2011-057,Capt,50+,50+,S,W
4C132A184B,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,430,3220852,5437479,306,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,66,4.2,207,94,113,Female,Adult,No,"Blue (polish),  Aqua green, Lt blue",YES,101-6697,30/04/2011,12:19:00 PM," EVL, JG",6,At capture location,Coiled,2011-058,Capt,50+,50+,S,W
4C133B231F,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,431,3220853,5437483,299,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,59.4,5,243,94,149,Male,Adult,No,"Blue (polish),  Aqua green, Blue bell",YES,101-6698,30/04/2011,12:20:00 PM,"EVL, JG",6,At capture location,Coiled,2011-059,Capt,50+,50+,S,W
4C13374510,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,431,3220854,5437483,300,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,64,4.6,223,94,129,Male,Adult,NA,"Blue (polish),  Aqua green, Gold",YES,101-6699,30/04/2011,12:20:00 PM,"EVL, JG",6,At capture location,Coiled,2011-060,Capt,50+,50+,S,W
