PIT TAG,DATE,Time,RESEARCHER,RECAP,CAUGHT 2022,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,NOrthing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,OVA COUNT,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,FOOD,POOP,COMMENTS
9.89001E+14,5/25/2022,11:14,LPW JMB,YES,,RATTLE,cloud,60%,19.7,24.1,sight,basking,talus,on rock,7th box shed site,,,---,gold,59.4,251,57,194,m,adult,NA,,NO,11:23,5/25/2022,same,0,"5 BROKEN , 2 SINCE 2021",NO,NO,
9.82091E+14,5/25/2022,12:05,LPW JMB,YES,,RATTLE,cloud,60%,19.8,26.7,sight,hiding,talus,in rocks,rocks below den 6,322826,543160,---,gold,54.8,234,57,177,f,adult,gravid,2,NO,12:08,5/25/2022,same,0,"6+ button, 2 since 2020",NO,NO,
9.82091E+14,5/25/2022,13:36,LPW JMB,YES,,RATTLE,sun/cloud,40%,24.3,25.2,sight,basking,talus,in rocks,den 6,322936,5435286,---,gold,47.8,144,57,87,m,subadult,NA,,NO,13:41,5/25/2022,same,0,3+button 1 since 2021,NO,NO,
9.82091E+14,5/25/2022,13:36,LPW JMB,YES,,RATTLE,sun/cloud,40%,24.3,25.2,sight,basking,talus,in rocks,den 6,322936,5435286,---,gold,37.7,100,57,43,f,juvinile,NA,--,NO,13:47,5/25/2022,same,0,1+ button 1 since 2021,NO,NO,
---,5/27/2022,16:15,LPW JMB,NO,NO,GOPHER,cloud,75%,23.7,26,sight,mating,fence,grass,NORTH DESERT TRAIL,321768,5435703,---,beige,68.5,211,73,138,m,adult,NA,,NO,,5/27/2022,same,0,NA,NO,NO,
9.82092E+13,5/27/2022,4:15,LPW JMB,NO,NO,GOPHER,cloud,75%,23.7,26,sight,mating,fence,grass,NORTH DESERT TRAIL,321768,5435703,---,beige,,,,0,f,adult,NA,,NO,,5/27/2022,same,0,NA,NO,NO,
9.82091E+14,5/27/2022,10:00,LPW JMB,NO,NO,GOPHER,cloud,100%,17.8,17.9,sight,moving,gully,on rocks,150m W of den 6,322846,5435171,---,gold,63.7,141,57,84,---,juvinile,NA,,NO,10:24,5/27/2022,same,0,NA,NO,NO,DID NOT GET GENDER
9.82091E+14,5/27/2022,5:57,LPW JMB,NO,NO,RATTLE,cloud,75%,23.7,26,sight,hiding,burnt shrub,under stump,200m E of den 27,320585,5437277,---,beige,58.4,215,73,142,f,adult,pp,,NO,18:07,5/27/2022,same,0,5 broken,NO,NO,
9.82091E+14,5/27/2022,19:10,LPW JMB,NO,NO,RATTLE,cloud,80%,18.8,19.9,sight,coiled,bridge,on railing,bridge,322156,5435040,---,gold,55.6,248,57,191,f,adult,gravid,4,NO,7:16,5/27/2022,other side of fence,0,7 broken,NO,NO,
9.82091E+14,5/27/2022,10:42,LPW JMB,NO,NO,RATTLE,cloud,100%,17.8,17.9,sound,moving,grassland,grass,"between rc and den 6, 15m from last sNAke",322528,5435257,---,gold,53.8,219,57,162,f,adult,gravid,3,NO,10:51,5/27/2022,same,0,6 broken,NO,NO,very defensive
9.82091E+14,5/27/2022,8:16,LPW JMB,YES,,RATTLE,cloud,100%,20.2,21.1,sight,moving,golf course?,grass,gully by hole 7 box shed site,322669,5435099,---,gold,60.2,183,57,126,f,adult,pp,,NO,8:20,5/27/2022,same,0,6+button,NO,NO,
9.89001E+14,5/27/2022,10:58,LPW JMB,YES,,RATTLE,cloud,100%,17.8,17.9,sound,moving,grassland,grass,between rc and den 7,322523,5435274,---,gold,61.6,279,57,222,f,adult,gravid,3,NO,11:04,5/27/2022,same,0,5 broken,NO,NO,
4c3c731362m,5/27/2022,13:21,LPW JMB,YES,,RATTLE,---,---,---,---,---,---,---,---,CAMPGROUND BIN,---,---,---,beige,---,376,73,303,m,adult,NA,NA,YES,3:56,5/27/2022,riarian,0,11 broken,NO,NO,found at campground
9.82091E+14,5/30/2022,18:10,LPW JMB,YES,,GOPHER,sun,20%,29,29.9,sight,basking,fence,grass,fence above campground,---,---,---,gold,80.8,223,57,166,f,adult,NA,,YES,19:00,5/30/2022,riparian ,0,NA,NO,NO,DID NOT GET GPS COORDINATES
9.82091E+13,5/30/2022,14:36,LPW JMB,NO,NO,RACER,cloud,95%,23.9,24.9,sight,moving,fence,grass,snk fence by road to center,321959,5434887,---,gold,56.5,126,57,69,m,adult,NA,,YES,2:49,5/30/2022,riparian near pit house,0,NA,NO,NO,
9.82091E+14,5/30/2022,18:22,LPW JMB,NO,NO,RACER,sun,20%,29,29.9,sight,moving,fence,grass,fence above campground,321549,5434895,---,gold,"55,7",124,57,67,m,adult,NA,,YES,19:00,5/30/2022,riparian ,0,NA,NO,NO,
---,5/30/2022,16:24,LPW JMB,YES,,RACER,sun,20%,29,29.9,sight,moving,fence,grass,fence near campground,321563,5434866,---,gold,62.4,142,57,85,---,adult,---,---,YES,16:38,5/30/2022,riparian ,0,NA,NO,NO,DID NOT GET PIT TAG
9.82091E+13,5/30/2022,16:50,LPW JMB,YES,,RACER,sun,20%,29,29.9,sight,moving,fence,grass,fence above campground,321563,5434868,---,gold,56.7,121,57,64,---,adult,---,---,YES,17:05,5/30/2022,riparian ,0,NA,NO,NO,COULD NOT FIND IN RECAP RECORDS
---,5/30/2022,15:02,LPW JMB,YES,,RATTLE,cloud,95%,23.9,24.9,sight,moving,fence,grass,fence by stable,321804,5434719,---,gold,92.5,297,57,240,m,adult,NA,,YES,15:14,5/30/2022,riparian ,0,"9+ button, 2 since 2021",NO,NO,"DID NOT GET PIT TAG, LIKELY 989001005040905"
OA18005f36m,5/30/2022,16:43,LPW JMB,YES,,RATTLE,cloud,75%,27,27.5,sight,basking,talus,on rocks,rock between rc and golf course,322521,5435290,---,gold,69.9,371,57,314,f,adult,gravid,9,NO,4:50,5/30/2022,same,0,5 broken,NO,NO,
9.82091E+14,5/31/2022,14:00,LPW JMB,NO,NO,GOPHER,cloud/sun,50,26.2,29.1,sight,moving,desert,in shrub,interp trail,322124,5435104,---,gold,84.7,283,57,226,m,adult,NA,,NO,2:24,5/31/2022,same,0,NA,NO,NO,
9.82091E+14,5/31/2022,11:46,LPW JMB,NO,NO,RATTLE,cloud,90,19.9,23.4,sound,basking,desert,under shrub,NOrth desert trail,321678,5435741,---,gold,63.7,232,57,175,m,adult,NA,,NO,11:56,5/31/2022,same,0,4 broken,NO,NO,
9.82091E+14,5/31/2022,19:12,LPW JMB,NO,NO,RATTLE,cloud,76,27,27.5,sound,basking,shrubland,grass,interp trail,322279,5435229,---,gold,61.2,255,57,198,m,adult,NA,,NO,19:35,5/31/2022,same,0,4+ button,NO,NO,"""Enzo"" the Ferrari sNAke - weight may be iNAccurate as weighed in tube"
9.82091E+14,5/31/2022,14:00,LPW JMB,YES,,RATTLE,cloud/sun,50,26.2,29.1,sight,basking,trail,on path,interp trail,322124,5435104,---,gold,51.2,165,57,108,,adult,NA,,NO,14:15,5/31/2022,same,0,4 broken,NO,NO,
9.82011E+13,5/31/2022,3:57,LPW JMB,YES,,RATTLE,cloud,75,27,27.5,sound,basking,shrubland,grass,shrub above chief,322375,5435213,---,gold,49.2,141,57,84,,juvinile,NA,,NO,5:03,5/31/2022,same,0,"6+ button, 0 since 2021",NO,NO,
9.82001E+14,5/31/2022,17:57,LPW JMB,YES,,RATTLE,cloud,76,27,27.5,sound,basking,shrubland,grass,interp trail,322135,5435071,---,gold,54.9,150,57,93,f,adult,pp,,NO,18:03,5/31/2022,same,0,"8 broken, 2 since 2021",NO,NO,
9.82091E+14,5/31/2022,18:32,LPW JMB,YES,,RATTLE,cloud,76,27,27.5,sound,basking,shrubland,grass,village,321970,5435324,---,gold,58.6,229,57,172,f,adult,gravid,4,NO,18:42,5/31/2022,same,0,7 broken 1 since 2021,NO,NO,
9.82091E+14,6/1/2022,13:28,LPW JMB Ryan,NO,NO,RACER,sun/cloud,75,28,32.2,sight,moving,fenceline,grass,between refugia 5 and D,321453,5435237,---,beige 2,50.4,120,73,47,m,subadult,NA,,YES,14:06,6/1/2022,riparian,0,NA,NO,NO,
9.82091E+14,6/1/2022,9:13,LPW JMB Ryan,YES,NO,RACER,sun,0,20.5,20.3,sight,basking,fenceline,grass,fence by refuge,321489,5435193,---,gold,61.3,138,57,81,F,adult,NA,,YES,9:20,6/1/2022,100m from fence,0,NA,NO,NO,
9.82091E+14,6/1/2022,13:31,LPW JMB Ryan,YES,YES,RACER,sun/cloud,75,28,32.2,sight,moving,fenceline,grass,between refugia 5 and D,323481,5435205,---,beige 1,61.1,160,79,81,F,adult,NA,,YES,14:06,6/1/2022,riparian,0,NA,NO,NO,CAUGHT TWICE IN SAME DAY
9.82091E+14,6/1/2022,14:00,LPW JMB Ryan,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,---,---,---,gold,27.8,73,57,16,f,neoNAte,NA,---,YES,14:33,6/1/2022,riparian,0,button,NO,NO,RETRIEVED FROM CAMPGROUND
9.82091E+14,6/1/2022,13:28,LPW JMB Ryan,NO,NO,RATTLE,sun/cloud,75,28,32.2,sight,moving,fenceline,grass,between refugia 5 and D,321453,5435237,---,beige 1,26,93,79,14,f,neoNAte,NA,,YES,14:33,6/1/2022,riparian,0,button,NO,NO,
9.89001E+14,6/1/2022,8:42,LPW JMB Ryan,YES,,RATTLE,sun,0,20.5,20.3,sight,hiding,fencline,grass,fence by stable,321809,5434716,---,gold,73.6,389,57,332,m,adult,NA,,YES,8:47,6/1/2022,riparian,0,4 broken,NO,NO,
9.82091E+14,6/1/2022,9:26,LPW JMB Ryan,YES,YES,RATTLE,sun,0,20.5,20.3,sight,basking,fenceline,sand,wrong side of fence at refugia 5,321400,5435323,---,gold,24.9,123,57,66,Y,neoNAte,NA,,YES,9:33,6/1/2022,100m from fence,0,button,NO,NO,
9.82091E+14,6/6/2022,---,LPW JMB,NO,NO,RATTLE,sun,35,22.5,23.8,sight,moving,mat,mat,on mat outside cultural center,,,---,gold,30.3,101,57,44,f,neoNAte,NA,,YES,18:15,6/6/2022,riparian,0,button,NO,NO,
9.8209E+14,6/6/2022,19:13,LPW JMB,NO,NO,RATTLE,cloud,95,22.3,23.1,sight,moving,shrubland,grass,fence near village,321964,5435418,---,beige 2,37.5,109,73,36,m,juvinile,NA,,NO,19:45,6/6/2022,same,0,1 + button,NO,NO,
9.89001E+14,6/6/2022,---,LPW JMB,YES,,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,72.9,366,57,309,m,adult,NA,,YES,18:19,6/6/2022,riparian,0,7 broken,NO,NO,from campsite
9.82091E+14,6/7/2022,---,LPW JMB,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,78,200,53,147,m,adult,NA,,YES,10:43,6/7/2022,riparian,0,---,NO,NO,from campsite
9.82091E+14,6/9/2022,11:02,RPR JMB,NO,NO,RACER,overcast,100,18.2,23.8,sight,moving,shrub,grass,golf course hole 1,322258,5434849,---,beige 1,58.6,166,79,87,f,adult,NA,,NO,11:14,6/9/2022,same,0,---,NO,NO,
9.82091E+14,6/9/2022,9:25,RPR JMB,NO,NO,RATTLE,overcast,100,21.4,23.5,sight,hiding,shrub,in shrub,golf course hole 9,322476,5434963,---,beige 2,47.6,169,73,96,m,subadult,NA,,YES,9:40,6/9/2022,10m from fairway,0,2 + button,NO,NO,
9.82091E+14,6/9/2022,12:26,RPR JMB,NO,NO,RATTLE,rain,100,16.1,16.5,sight,curled up,fenceline,grass,on fence by stable,321836,5434742,---,paisley,63.2,361,83,278,f,adult,NA,,YES,12:38,6/9/2022,riparian,0,5 + button,NO,NO,
9.82091E+14,6/9/2022,12:54,RPR JMB,NO,NO,RATTLE,rain,100,16.1,16.5,sight,moving,fenceline,grass,fence,321726,5434701,---,beige 1,27.7,107,79,28,f,neoNAte,NA,,YES,13:10,6/9/2022,25m off fence,0,button,NO,NO,
9.82091E+14,6/9/2022,1:30,RPR JMB,NO,NO,RATTLE,rain,100,16.1,16.5,sight,moving,fenceline,grass,fence,321522,5434948,---,beige 1,26.9,114,79,35,f,neoNAte,NA,,YES,13:42,6/9/2022,25m off fence,0,button,NO,NO,
9.82091E+14,6/9/2022,14:30,RPR JMB,NO,NO,RATTLE,rain,100,16.1,16.5,sight,moving,fenceline,dirt,between refugia 6 and D,321280,5435505,---,white,30.2,100,,100,f,neoNAte,NA,,YES,,6/9/2022,25m off fence,0,button,YES,NO,ate mouse
9.89001E+14,6/9/2022,10:07,RPR JMB,YES,YES,RATTLE,overcast,100,21.4,23.5,sight,moving,rock outcrop,on rock,golf course7th shed site,322682,5435067,---,beige 1,65.5,310,79,231,M,adult,NA,,NO,10:17,6/9/2022,same,0,6 broken,NO,NO,
9.89001E+14,6/9/2022,---,RPR JMB,YES,NO,RATTLE,---,---,---,---,---,---,---,---,property by spirit ridge,,---,---,beige 1,72.5,184,79,105,F,adult,NA,,YES,12:00,6/9/2022,riparian,0,9 broken,NO,NO,BROUGHT IN BY STAFF
9.8209E+15,6/13/2022,7:25,LPW JMB,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,76.3,199,53,146,f,adult,NA,,YES,19:40,6/13/2022,riparian,0,NA,NO,NO,from campsite
9.82091E+14,6/13/2022,7:39,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,30,178,53,125,f,neoNAte,NA,,YES,19:40,6/13/2022,riparian,0,button,NO,NO,from campsite
9.82091E+14,6/15/2022,12:43,JSP NLM LPW,NO,NO,GOPHER,cloud,70,22.4,24.3,sight,basking,shrub desert,sNAke fence,sNAke fence,321576,5434841,---,gold,85.7,332,53,279,f,adult,NA,,YES,13:00,6/15/2022,riparian,0,NA,NO,NO,
9.82091E+14,6/17/2022,10:54,RPR JMB,NO,NO,RATTLE,overcast,100,17.6,17.9,sight,statioNAry,fenceline,sand,sNAke fence by riparian,321871,5434898,---,gold,30.5,83,53,30,f,neoNAte,NA,,YES,11:06,6/17/2022,riparian,0,button,NO,NO,
9.82091E+14,6/17/2022,11:17,RPR JMB,NO,NO,RATTLE,rain,100,17.6,17.9,sight,moving,fenceline,grass,fence 15 m from last sNAke,321955,5434842,---,gold,26.5,79,53,26,f,juvinile,NA,,YES,11:06,6/17/2022,riparian,0,1+ button,NO,NO,
9.82091E+14,6/17/2022,12:24,RPR JMB,NO,NO,RATTLE,overcast,100,17.2,17.7,sight,statioNAry,fenceline,grass,fenceline,321328,5435429,---,gold,26.5,67,53,14,f,neoNAte,NA,,YES,12:30,6/17/2022,25m off fence,0,button,NO,NO,
9.82091E+14,6/17/2022,14:07,LPW DR,NO,NO,RATTLE,---,---,---,---,---,---,---,---,spirit ridge,---,---,---,grey,53.7,253,110,143,f,subadult,NA,,YES,14:40,6/17/2022,riparian,0,6+ button,NO,NO,
9.89001E+14,6/18/2022,13:53,LPW JM,YES,,GOPHER,cloud,90,22.3,24.9,sight,basking,fenceline,grass,sNAke fence near statue,,,---,gold,99.3,370,53,317,M,adult,NA,,YES,,6/18/2022,RIPARIAN,0,NA,NO,NO,
9.89001E+14,6/18/2022,14:14,LPW + SMALL MAMMAL TEAM,YES,,RATTLE,cloud,90,22.3,24.9,sight,baksing on sNAke fence,fenceline,sand,sNAke fence above stables,,,---,gold,62.6,241,53,188,F,adult,NA,,YES,14:28,6/18/2022,riparian near stables,0,6 broken,NO,NO,
9.82091E+14,6/19/2022,13:00,LPW + SMALL MAMMAL TEAM,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campgound,321701,5434442,---,white,81.5,269,60,209,f,adult,NA,,YES,,6/19/2022,riparian,0,NA,NO,NO,
9.82091E+14,6/19/2022,13:00,LPW + SMALL MAMMAL TEAM,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,unNAmed,27.2,85,60,25,f,neoNAte,NA,,YES,,6/19/2022,riparian,0,1 + BUTTON,NO,NO,
4C132C3146,6/19/2022,12:43,LPW + SMALL MAMMAL TEAM,YES,,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,77.9,381,53,328,m,adult,NA,,YES,,6/19/2022,riparian,0,,YES,NO,
9.82061E+14,6/28/2022,10:04,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,57.8,219,53,166,m,adult,NA,,YES,,6/28/2022,riparian,0,4 + button,YES,NO,
9.82091E+14,6/28/2022,10:15,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,beige,60,,,0,f,adult,postpardum,,YES,,6/28/2022,riparian,0,5 + button,NO,NO,
9.82091E+14,6/28/2022,11:55,LPW JMB,YES,,RATTLE,cloud,50,24.5,19.57,sight,moving,riparian,grass,riparian area,---,---,---,white,72.6,298,60,238,m,adult,NA,,NO,,6/28/2022,same,0,"7 broken, 2 since 2021",NO,NO,did NOt get GPS coordiNAtes 
9.82091E+14,6/28/2022,10:09,LPW JMB,YES,YES,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,paisley,65.7,---,---,---,M,adult,NA,,YES,,6/28/2022,riparian,0,---,YES,NO,"did NOt get segments, weight or gender"
9.82091E+14,6/29/2022,14:19,LPW JMB,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,flower,64.8,161,67,94,m,adult,NA,,YES,15:20,6/29/2022,riparian,0,NA,NO,NO,
9.82091E+14,6/29/2022,11:00,LPW JMB,NO,NO,RACER,sun,20,24.5,31.8,sight,moving,fenceline,grass,between refugia band 4,321509,5434966,---,gold,65.2,165,57,108,f,adult,ng,,YES,,6/29/2022,riparian,0,NA,NO,NO,
9.82091E+14,6/29/2022,14:18,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,white,27.6,92,79,13,m,neoNAte,NA,,YES,15:20,6/29/2022,riparian,0,button,NO,NO,
9.82091E+14,6/29/2022,11:25,LPW JMB,NO,NO,RATTLE,sun,20,24.5,31.8,sound,hiding,fenceline,under shrub,sNAke fence above campground,3214685,5435231,---,paisley,60.1,222,87,135,m,adult,NA,,YES,,6/29/2022,riparian,0,4+ button,NO,NO,
9.82091E+14,6/29/2022,12:08,LPW JMB,NO,NO,RATTLE,sun/cloud,35,24.5,31.8,sound,basking,fenceline,under shrub,sNAke fence above campground,321168,5435604,---,gold,45.2,113,57,56,f,subadult,NA,,YES,,6/29/2022,riparian,0,2+ button,NO,NO,
9.82091E+14,6/29/2022,14:19,LPW JMB,YES,YES,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,flower,62.2,226,67,159,M,adult,NA,,YES,15:20,6/29/2022,riparian,0,6+ button,NO,NO,
9.82091E+14,6/29/2022,10:05,LPW JMB,YES,,RATTLE,sun/cloud,20,23.8,25,sound,basking,sNAke fence,grass,sNAke fence above campground,321783,5434688,---,gold,69.1,243,57,186,f,adult,NA,,YES,10:43,6/29/2022,riparian,0,"12 broken, 1 since 2020",NO,NO,
9.82091E+14,6/29/2022,10:46,LPW JMB,YES,,RATTLE,sun ,20,24.5,21.8,sight,hiding,fenceline,rock by entrance,refugia B entrance,321520,5434944,---,gold,30.1,68,57,11,m,neoNAte,NA,,NO,10:51,6/29/2022,same,0,button,NO,NO,
4c3b6c7c58m,6/30/2022,11:09,JMB RPR,YES,NO,RACER,sun,0,25.7,24,sight,moving,shrub,grass,golf course hole 6,322572,5435051,---,flower,63.5,150,67,83,,adult,NA,,YES,11:14,6/30/2022,20m off golf course,0,NA,NO,NO,CANNOT FIND RECAP RECORDS
9.82126E+14,6/30/2022,15:23,JMB RPR LPW,YES,NO,RACER,sun/cloud,10,34.9,36,sight,moving,fenceline,grass,golf course fence by hole 7,322598,5434764,---,flower,52.4,149,67,82,,adult,NA,,YES,3:31,6/30/2022,other side of greenway,0,NA,NO,NO,CANNOT FIND RECAP RECORDS
9.82091E+14,6/30/2022,16:48,JMB RPR,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,grey,27.2,121,111,10,f,neoNAte,NA,,YES,17:19,6/30/2022,riparian,0,button,NO,NO,
9.8212E+14,6/30/2022,12:30,RPR JMB,YES,NO,RATTLE,sun,0,32.2,33.5,sight,hiding,rock outcrop,under rock,rock above hole 7,327706,5435050,---,flower,65.4,272,67,205,,adult,NA,,NO,12:46,6/30/2022,same,0,6 broken,YES,NO,CANNOT FIND RECAP RECORDS
9.82091E+14,6/30/2022,10:45,JMB RPR,YES,NO,RATTLE,sun,0,25.7,24,sight,hiding,shrub,under rock,golf course hole 6,322521,5435016,---,flower,47.5,168,67,101,F,subadult,NA,,YES,11:00,6/30/2022,20m off golf course,0,3+ button,NO,NO,hard lumps towards tail
9.89001E+14,6/30/2022,12:12,JMB RPR,YES,,RATTLE,sun,0,25.7,24,sight,hiding,rock outcrop,grass,above 7th hole,322707,5435050,---,flower,74.2,395,67,328,M,adult,NA,,NO,12:20,6/30/2022,same,0,9 broken,YES,NO,"possible shed site, found with 3 other sNAkes and had blue eYES"
9.82091E+14,7/1/2022,10:30,JMB RPR,NO,NO,RATTLE,sun,0,23.6,24.1,sound,moving,fencline,on sand,wrong side of sNAke fence near stable,321834,5434740,---,gold,60.3,216,53,163,f,adult,NA,,YES,10:45,7/1/2022,20m off fence line,0,5+ broken,NO,NO,
9.82091E+14,7/1/2022,12:36,JMB RPR,NO,NO,RATTLE,sun,5,32.2,34.5,sight,hiding,fencline,under shrub,fenceline by refugia 5,321489,5435191,---,gold,29.1,64,53,11,m,neoNAte,NA,,YES,13:00,7/1/2022,riparian,0,button,NO,NO,
9.82091E+14,7/1/2022,9:13,JMB RPR,YES,NO,RATTLE,sun,0,24,24.5,sight,basking,shrubs,grass,golf course blow hole 5,322351,5434781,---,gold,72.9,343,57,286,M,adult,NA,,NO,9:47,7/1/2022,same,0,"10 broken, 3 since 2020",NO,NO,
9.82091E+14,7/4/2022,9:40,LPW JMB,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,paisley,93,341,87,254,m,adult,NA,,YES,11:00,7/4/2022,riparian,0,NA,NO,NO,
9.82091E+14,7/4/2022,9:40,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,57.8,210,57,153,f,adult,ng,,YES,11:00,7/4/2022,riparian,0,6 broken,YES,NO,
9.82091E+14,7/4/2022,10:07,LPW JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,paisley,26.7,98,87,11,f,neoNAte,NA,,YES,11:00,7/4/2022,riparian,0,button,NO,NO,
9.8209E+15,7/4/2022,13:12,LPW JMB,NO,NO,RATTLE,cloud,100,20.8,22.6,sight,moving,shrubs,grass,interp trail under rc den,322158,5435108,---,paisley,53.5,187,87,100,f,subadult,NG,NA,NO,13:20,7/4/2022,same,0,1+ button,YES,NO,
0a1367757a,7/4/2022,11:16,LPW JMB,YES,,RATTLE,cloud,100,20.8,22.6,sight,coiled,golf course,grass,golf course hole 8,322565,5434585,---,gold,63.2,246,57,189,f,adult,gravid,4,NO,11:24,7/4/2022,riparian,0,7 broken,NO,NO,
9.82091E+14,7/4/2022,12:28,LPW JMB,YES,,RATTLE,cloud,100,20.8,22.6,sight,moving,desert,grass,desert between golf center and rc,322440,5435201,---,paisley,56.7,247,87,160,m,adult,NA,,NO,12:59,7/4/2022,same,0,4 + button,YES,NO,
9.00254E+14,7/6/2022,13:09,JMB CHA,YES,NO,RACER,cloud,100,27.1,29.1,sight,moving,fenceline,grass,sNAke fence,---,---,---,gold,59.6,128,53,75,M,adult,NA,NA,YES,13:09,7/6/2022,riparian,0,NA,NO,NO,did NOt get gps coordiNAtes
9.89001E+14,7/6/2022,9:17,LPW CHA,YES,,RATTLE,---,---,---,---,---,---,---,---,campground bin,321701,5434442,---,gold,60.1,202,53,149,f,adult,NOngravid,NA,YES,9:55,7/6/2022,riparian,0,eight broken,NO,NO,
9.82091E+14,7/6/2022,10:00,LPW CHA,YES,,RATTLE,cloud,100,12.4,22.2,sight,basking,int. trail,grass,interpretive trail bridge,322148,5435047,---,gold,50.3,164,53,111,f,sub adult,NA,NA,NO,10:00,7/6/2022,same,0,3 + button,NO,NO,
9.82091E+14,7/8/2022,13:22,LPW CHA,NO,NO,GOPHER,cloud,80,23.4,23.8,sight,basking,fenceline,under shrub,sNAke fence above campground,321358,5435384,---,gold,80,261,53,208,f,adult,ng,,YES,13:34,7/8/2022,desert above fence,0,NA,NO,YES,
9.82091E+14,7/8/2022,14:28,LPW CHA,NO,NO,GOPHER,cloud,80,23.4,23.8,sight,basking,fenceline,grass,sNAke fence above campground,321734,5434695,---,gold,72,106,53,53,m,adult,NA,,YES,,7/8/2022,riparian,0,NA,NO,NO,very defensive
9.82091E+14,7/8/2022,12:38,JMB ,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground bin,321701,5434442,---,white,28,67,60,7,f,neoNAte,NA,NA,YES,13:00,7/8/2022,riparian,0,button,NO,NO,
9.82091E+14,7/8/2022,12:41,JMB,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground bin,321701,5434442,---,enzo's,30,125,111,14,f,neoNAte,NA,NA,YES,13:00,7/8/2022,riparian,0,button,NO,NO,
9.82091E+13,7/8/2022,10:35,LPW CHA,NO,NO,RATTLE,sun/cloud,60,23.1,24.2,sight,basking,talus,in rocks,rocks below rc den,322229,5435492,---,gold,27,83,53,30,f,neoNAte,NA,,NO,10:49,7/8/2022,same,0,button,NO,NO,
9.82091E+14,7/8/2022,13:50,LPW CHA,NO,NO,RATTLE,cloud,80,23.4,23.8,sight,basking,fenceline,refugia,sNAke fence above campground,321510,5435047,---,gold,19,88,53,35,f,neoNAte,NA,,YES,14:07,7/8/2022,desert above fence,0,button,YES,NO,Shedding
9.82091E+14,7/10/2022,12:03,LPW JMB,NO,NO,GOPHER,sun ,5,22.9,---,SIGHT,MOVING,fenceline,IN GRASS,sNAke fence above campground,321440,5435238,---,gold,62.7,152,53,99,m,adult,NA,,YES,10:50,7/10/2022,riparian,0,NA,NO,NO,"VERY DEFENSIVE, DID NOT HAVE KESTREL"
9.82091E+14,7/13/2022,11:58,JMB LPW,NO,NO,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,gold,66.3,149,53,96,f,adult,ng,,YES,12:20,7/13/2022,RIPARIAN,0,NA,NO,NO,Kept for world sNAke day
9.8212E+14,7/20/2022,9:35,JMB RPR,YES,YES,RATTLE,sun,0,25.7,26,sound,moving,golf course,shrub,hole 2,322292,543483,---,gold,56.9,219,53,166,F,adult,NA,,YES,9:45,7/20/2022,20m off fairway,0,6+ button,YES,NO,COULD NOT FIND RECAP RECORDS
9.82091E+14,7/25/2022,7:40,LPW SP,YES,,GOPHER,---,---,---,---,---,---,---,---,campground,321701,5434442,---,71,91.5,289,60,229,f,adult,ng,,YES,8:20,7/25/2022,riparian,0,NA,NO,NO,
9.82091E+14,7/25/2022,7:28,LPW SP,NO,NO,RATTLE,---,---,---,---,---,---,---,---,campground,321701,5434442,---,paisley,26,100,60,40,f,neoNAte,NA,,YES,8:20,7/25/2022,riparian,0,button,NO,NO,
9.82091E+14,7/25/2022,9:15,LPW SP,NO,NO,RATTLE,sun,0,25.8,25.7,sight,moving,rock,grass,rocks near hole 6,321670,5435216,---,gold,55.1,204,53,151,f,adult,gravid,4,NO,9:34,7/25/2022,same,0,5+ button,NO,NO,
