Categories,PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type
Unfiled,452F4D6857,06/05/2007,03:30 PM,"OMM, LG",Rattlesnake,,,No,West of snake fence - Site 227,3D diff,100,5.6,305,321328,5435390,CO50050607,"Shrug-Steppe, Grassland","Overcast, light rain",100,16.4,16.9,,Blue Flowers,70.1,5.9,376,111,265,Male,Adult,NA,"Fuschia, Citrus Green, Tango Blue",Yes DSC 3162-3165,,06/08/2007,04:10 PM,OMM,3,LonePine Bridge,On the move,2007-50,Capt
Unfiled,4604237F6D,06/05/2007,04:00 PM,"OMM, LG",Rattlesnake,,Sight,No,"East of SnakeFence, North of CB A-3",,0,0,0,322,543,,"Shrug-Steppe, Sagebrush","Overcast, cool, light rain",100,16.4,16.8,,"Pink Band, Pink flowers",69.8,5.5,338,127,211,,Adult,NA,"Citrus Green, Ger. Red, Carn. Pink","DSC3168,3169",,06/06/2007,04:30 PM,LG,1,"High Desert
321916
5435490
338 alt
",On the move,2007-51,Capt
Unfiled,454C73125F,06/05/2007,04:20 PM,"OMM, LG",Rattlesnake,,,,Coverboard - A-3,,0,0,0,322,543,,"Shrub-Steppe, Sagebrush","Overcast, cool, light rain",100,16.4,16.8,,Plain Blue,56.5,3.4,231,103,128,Female,Adult,No,"Fiesta Yellow, Lt blue, Pet. Purple","dsc-3170,3171",,06/06/2007,04:30 PM,LG,1,"High Desert
321916
5435490
338 alt
",Under coverboard,2007-52,
Unfiled,45452D642A,06/06/2007,12:08 PM,CG Staff,Rattlesnake,,,No,CG Marina,3D diff,10,2,286,321439,5434774,CO53060607,CG Marina,"Cloudy, Cool",50,21,21.5,,Yellow rose Flowers,65.3,4.9,320,125,195,,Adult,NA,"Citus Green, Fuschia, Lt. Blue","DSC-3166,3167",Last caught west of White Sands Beach,06/06/2007,04:30 PM,LG,,"High Desert
321916
5435490
338 alt
",Swimming,2007-53,
Unfiled,Neonate,06/06/2007,01:41 PM,"OMM, LG",Rattlesnake,,,No,Spirit Ridge Condo,3D diff,100,4.3,348,322093,5434729,CO54060607,Condo Patio,"Cloudy, Cool",50,21,21.5,,Zig Patern ,27.2,1.4,116,103,13,,Neonate,No,Daisy Cream,"DSC3172,3173",,06/06/2007,04:30 PM,LG,,"High Desert
321916
5435490
338 alt
",On the move,2007-54,
Unfiled,4530662F73,06/07/2007,10:39 AM,CG Staff,Rattlesnake,,,No,CampGround Marina,,0,0,0,322,543,,"Campground, Marina","Overcast, cool",100,0,0,,Pink Band - pink rose,0,0,0,0,,,Adult,,"Daisy Cream, Trans. Blue",,Swarakxen,06/13/2007,03:00 PM,LG,6,,On the move,2007-55,07recap
Unfiled,CO56080607,06/08/2007,04:06 PM,OMM,Rattlesnake,,Sight,No,Inside Desert Centre,,,,,322,543,,Inside building,"Hot, Sunny",25,,,,Light blue,26.8,1.6,124,110,14,,Neonate,NA,Daisy cream,3173. 3175. 3176,,,,,,,On the move,2007-56,Capt
Unfiled,CO57090607,06/09/2007,02:48 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,10,2.5,288,321524,5434706,CO57090607,CG,"Overcast, Light showers",100,,,,"Brown, blue stripes",25.5,2.1,138,121,17,,Neonate,NA,Daisy cream,Yes,,06/09/2007,04:21 PM,OMM,,Village riperean,On the move,2007-57,Capt
Unfiled,4462284360,06/10/2007,11:30 AM,OMM,Rattlesnake,,Sight,No,Village,3D diff,20,2.5,331,321981,5435352,CO58100607,"Riparian, , Building","Cloudy, Cool",50,18,18.2,,Blue zig zag,64.2,5,303,100,203,Male,Adult,NA,"Fuchsia, Lt blue, Fuchsia","3187,88,89",Blood taken,06/11/2007,10:00 AM,OMM,1,Village riperean,Coiled,2007-58,Capt
Unfiled,4723732F3B,06/10/2007,11:55 AM,Winery Staff,Rattlesnake,,Sight,No,Winery,3D diff,10,2,333,322214,5434606,CO59100607,Building,"Cloudy, Cool",50,19.5,18.1,,"Stripy blue, pink",56.1,4.7,205,76,129,Male,Sub Adult,NA,"Daisy cream, Pt purple, Fiesta yellow","3185, 3186",Blood taken - very little,06/12/2007,11:00 AM,OMM,2,Riperian - pumphouse,On the move,2007-59,Capt
Unfiled,45593C0161,06/11/2007,09:40 AM,CG staff,Rattlesnake,,Sight,,Snake fence N. end,3D diff,45,0.005,298,321201,5435574,CO60110607,"Shrub-steppe, Sagebrush",,,,,,,64.9,5.2,307,91,216,Male,Adult,NA,"Citrus green, Lt blue, Royal blue",,Blood tried -no luck,06/12/2007,03:00 PM,"OMM, LG",1,Village riperean,On the move,2007-60,Capt
Unfiled,Neonate,06/13/2007,12:59 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,95,3.5,281,321445,5435045,CO61130607,CG,Warm,25,,,Found at night,Light brown,29.1,1.7,138,127,11,,Neonate,NA,Daisy cream,"3192,3193",,06/14/2007,02:30 PM,"OMM, LG",1,Village riperean,On the move,2007-61,Capt
Unfiled,CO62090607,06/09/2007,11:13 AM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,95,3.5,281,321445,5435045,CO62090607,CG,"Warm, Sunny",50,21.5,19.9,,Light blue,3.245E-07,1.8,126,109,17,,Neonate,NA,Daisy cream,Yes,,06/14/2007,10:00 AM,"OMM, LG",5,Village riperean,On the move,2007-62,Capt
Unfiled,445E1B2963,06/18/2007,03:56 PM,"OMM, LG",Rattlesnake,,Sight,,First Bridge,3D diff,139,4.9,327,322143,5435053,CO63180607,"Shrub-steppe, Antelope brush","Overcast, Cool",100,,,,Light grey,65,5.5,331,96,235,Male,Adult,NA,"Fuchsia, Red, Lt blue","3234,3235,3236",,06/18/2007,04:30 PM,"OMM, LG",,At capture location,On the move,2007-63,Capt
Unfiled,CO64210607,06/21/2007,12:42 PM,OMM,Rattlesnake,,Sight,No,Osoyoos residential,3D diff,20,4.6,281,321402,5433863,CO64210607-578,Home construction site," Sunny, Hot",10,,,,Pink solid trim,27.7,1.8,126,109,17,,Neonate,NA,Daisy cream,,,06/22/2007,10:00 AM,"OMM, LG",1,Village riperean,Basking,2007-64,Capt
Unfiled,CO65220607,06/22/2007,10:31 AM,Spirit ridge staff,Rattlesnake,,Sight,No,Spirit Ridge,3D diff,70,4.6,328,322093,5434783,CO65220607,Building,"Sunny, Hot",0,19.6,19.1,,Zig-zag,34.1,2.2,125,107,18,,Juvenile,NA,Daisy cream,"3290,1,2,3",One button. one rattle,06/26/2007,03:00 PM,LG,4,Village riperean,On the move,2007-65,Capt
Unfiled,43133E7340,06/22/2007,06:35 PM,OMM,Rattlesnake,,Sight,No,Osoyoos residential,3D diff,50,6.1,239,321435,5433857,CO66220607-577,Building,"Sunny, Hot",10,22.5,20.1,,Blue pansy flowers,56.3,3.5,225,102,123,Female,Adult,No,"Red, Citrus green, Lt blue","3294,95,96",,06/26/2007,03:00 PM,LG,4,Village riperean,On the move,2007-66,Capt
Unfiled,CO67240604,06/24/2007,11:00 AM,OMM,Rattlesnake,,Sight,No,Desert Centre,3D diff,30,4.7,327,322133,5434963,CO67240607 - 579,"Building, Rock pile","Sunny, Warm",50,20.1,19.1,,Grey,25.7,1.7,108,96,12,,Neonate,,Daisy cream,"3301,3302",,06/26/2007,03:00 PM,LG,2,Village riperean,On the move,2007-67,Capt
Unfiled,CO68240607,06/24/2007,11:25 AM,"OMM, GC staff",Rattlesnake,,Sight,No,Campground - 160,3D diff,120,6.1,298,321451,5435009,CO68240607 - 580,CG,"Sunny, Warm",50,25.9,22.7,,Blue rose,27.2,1.7,106,92,14,,Neonate,NA,Daisy cream,"3299,3300",,06/26/2007,03:00 PM,LG,2,Village riperean,On the move,2007-68,Capt
Unfiled,CO69240607,06/23/2007,04:30 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,120,6.1,298,321451,5435009,CO68240607 -580,CG,"Sunny, Warm",25,,,,Pink - pink rose,27.2,1.6,136,124,12,,Neonate,NA,Daisy cream,"3287,3298",,06/26/2007,03:00 PM,LG,3,Village riperean,On the move,2007-69,Capt
Unfiled,430A435C15,06/29/2007,09:55 AM,"OMM, LG",Rattlesnake,,Sight,No,Snake fence 2nd rockpile,3D diff,40,4,303,321574,5434833,CO70290607,"Shrub-steppe, Rock outcrop","Overcast, Warm",75,23.1,23.5,,Brown,,5.9,400,130,270,Male,Adult,NA,"Daisy cream, Pt purple, Fiesta yellow",No camera,,06/29/2007,12:01 PM,"OMM, LG",,At capture location,Under rock,2007-70,Capt
Unfiled,485F70022E,06/29/2007,10:00 AM,"OMM, LG",Rattlesnake,,Sight,,Snake fence 2nd rockpile,3D diff,,,,322,543,CO70290607,"Shrub-steppe, Sagebrush","Overcast, Warm",75,23,23.6,,White ink stains,,5.6,441,114,327,Male,Adult,NA,"Fuchsia,, Blue bell, Fiesta yellow",,"Was -45305F053A- found coming out
",06/29/2007,12:00 PM,"OMM, LG",,At capture location,Stretched out,2007-71,Capt
Unfiled,44621E530E,06/29/2007,01:40 PM,"Public,, OMM",Rattlesnake,,Sight,No,House south of stables,3D diff,,,,322,543,,Building,"Overcast, Warm",75,19.7,20.2,"Light drizzle, showers",Yellow rose,59.6,3.4,246,106,140,Female,Adult,No,"Fuchsia, Blue bell, Fuchsia",,,07/03/2007,10:47 AM,"OMM, LG",4,"122
341alt
5.2
E322194
N5435249Rcreek release",On the move,2007-72,Capt
Unfiled,4556780767,06/30/2007,10:52 AM,OMM,Rattlesnake,,Sight,No,Snake fence 2nd rockpile,3D diff,10,2.8,298,321552,5434879,CO73300607,"Shrub-steppe, Antelope brush","Sunny, Warm",10,27.3,26.5,,"White, pale brown flowers",61.4,3.3,218,94,124,Female,Adult,NA,"Fiesta yellow, Car pink, Pt purple","3317,3318",Just shed,07/03/2007,10:51 AM,"OMM, LG",3,Rc reease,Basking,2007-73,Capt
Unfiled,44617D154F,07/04/2007,09:15 AM,"OMM, LG",Rattlesnake,,Sight,No,Coverboards,3D diff,135,4,305,321750,5434679,CO74040707,"Shrub-steppe, Antelope brush","Sunny, Warm",0,30.2,27.1,,Troll,73,5.8,374,86,288,Male,Adult,NA,"Fuchsia, Red, Blue bell",3322.3323,,07/04/2007,02:00 PM,LG,,R creek Pine Stand,Under coverboard,2007-74,Capt
Unfiled,484F280C3A,07/04/2007,09:40 AM,"OMM, LG",Rattlesnake,,Sight,No,Coverboards,3D diff,51,5.3,303,321646,5434754,CO75040707,"Shrub-steppe, Antelope brush","Sunny, Warm",0,28.9,27.9,,Blue,41.6,3.5,152,100,52,Male,Sub Adult,NA,"Daisy cream, Pt purple, Car pink",3324. 3327,,07/04/2007,02:00 PM,LG,,R creek Pine Stand,Under coverboard,2007-75,Capt
Unfiled,45305F053A,07/04/2007,09:55 AM,"OMM, LG",Rattlesnake,,Sight,No,Snake fence 2nd rockpile,3D diff,10,2.8,298,321552,5434879,,"Shrub-steppe, Rock outcrop","Sunny, Warm",0,28.9,27.9,,,,,,,,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",No,,,,,,Sighting only,"Basking, Under antelope brush",2007-76,Sight
Unfiled,452E260D22,07/06/2007,09:17 AM,"OMM, LG",Rattlesnake,,Sight,Yes,First Bridge,3D diff,105,3.3,330,322141,5435055,CO77060707,"Shrub-steppe, , Rabbit brush","Sunny, Windy",10,31.6,31.2,,Pink rose,86.6,6.6,596,125,471,Male,Adult,NA,"Royal blue, Fiesta yellow",Yes,,07/06/2007,12:45 PM,OMM,,At capture location,Coiled,2007-77,Capt
Unfiled,430B2E5719,07/05/2007,08:09 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,100,5.1,275,321489,5434723,CO79070707,CG,"Sunny, Hot",0,,,Just shed,Yellow and brown flowers,72.1,5.7,397,123,274,Male,Adult,NA,"Fuchsia, Deep aqua, Car pink",,,07/09/2007,11:00 AM,LG,4,"Has two PIT Tags - 430B2E5719
452E4B5B32, 
Village riperean",Stretched out,2007-78,Capt
Unfiled,CO79070707,07/07/2007,02:14 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,100,5.1,275,321489,5434723,CO79070707,CG,"Hot, Sunny",10,,,,Ink spots,28,1.7,124,111,13,,Neonate,NA,Daisy cream,"3342,3343",,07/09/2007,11:00 AM,LG,2,Village riperean,On the move,2007-79,Capt
Unfiled,45563C3159,07/08/2007,11:30 AM,Public,Rattlesnake,,Sight,No,House south of stables,3D diff,25,4.6,297,321897,5434311,CO80080707,Building,"Sunny, Cloudy",50,29,28.4,,Green,74,6.1,393,78,315,Male,Adult,NA,"Daisy cream, Pt purple, Deep aqua","3340,3341",,07/16/2007,11:55 AM,LG,8,"Caught by public using sticks to trap it.  Looks and behaves as injured.,
Released at R creek Pine Stand",On the move,2007-80,Capt
Unfiled,471D417308,07/08/2007,01:18 PM,OMM,Rattlesnake,,Sight,,Village,,,,,322,543,,Building,"Sunny, Cloudy",75,27.8,28.4,,Lion king,58.2,4.8,230,107,123,Male,Adult,NA,"Citrus green, Deep aqua, Red",Yes,,07/09/2007,11:00 AM,LG,1,Village riperean,Coiled,2007-81,Capt
Unfiled,485F70022E,07/10/2007,11:09 AM,"OMM, LG",Rattlesnake,,Sight,No,Snake fence 2nd rockpile,3D diff,70,3.1,297,321575,5434839,CO82100707,"Shrub-steppe, Rock pile","Sunny, Windy",0,33.3,34.3,,White with blue thin stripes,,,,,,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",,,07/11/2007,11:02 AM,LG,1,Village riperean,Under rock,2007-82,Capt
Unfiled,452F654814,07/17/2007,11:23 AM,Victor,Rattlesnake,,Sight,No,Golf Course,3D diff,15,3,342,322273,5434964,CO83170707,GC,"Overcast, Smokey",75,34.7,34.2,,Blue flowers,70.8,5.9,371,111,260,Male,Adult,NA,"Fuchsia, Deep aqua, Citrus green",3353-3359,,07/18/2007,10:40 AM,OMM,1,R creek Pine Stand,Under antelope brush,2007-83,Capt
Unfiled,485F450657,07/18/2007,06:45 AM,"OMM, LG",Rattlesnake,,Sight,No,Desert Centre,3D diff,20,4.5,331,322128,5434880,CO84180707,Building,Overcast,100,23.4,23.1,Lightning and moments before rain,Pink flowers,69.9,5.8,399,126,273,Male,Adult,NA,"Daisy cream, Pt purple, Royal blue","3369,3371",,07/18/2007,10:40 AM,OMM,,R creek Pine Stand,Under posts,2007-84,Capt
Unfiled,457B676015,07/19/2007,02:58 PM,OMM,Rattlesnake,,Sight,No,High desert,3D diff,30,2.3,310,321772,5434691,CO85190707,"Shrub-steppe, Antelope brush","Sunny, Warm",75,29.9,31.7,,Dark green hot pockets,67,5.9,341,105,236,Male,Adult,NA,"Fiesta yellow, Citrus green, Deep aqua",,,07/23/2007,11:54 AM,"OMM, LG",4,"Blood taken., At capture location",Stretched out,2007-85,Capt
Unfiled,485F024713,07/23/2007,11:33 AM,"OMM, LG",Rattlesnake,,Sight,No,Campground N. end,3D diff,10,2.1,304,321321,5435387,CO86230707,"Shrub-steppe, Sagebrush","Sunny, Hot",25,31.9,33.4,,Lion King,59.3,3.9,276,107,169,Female,Adult,No,"Daisy cream, Pt purple, Citrus green",3390-3392,,07/24/2007,04:00 PM,LG,1,"Blood taken
High Desert
E. 321927
N. 5435530 
336alt
2.9",Going into hole,2007-86,Capt
Unfiled,4536761418,07/24/2007,08:30 PM,CG staff,Rattlesnake,,,,Campground,3D diff,240,4.8,284,321579,5434644,,Antelope brush,Hot,10,,,,Grey,58.6,3.4,253,96,157,Female,Adult,No,"Fiesta yellow, Lt blue, Tango blue",3402-3403,Blood,07/26/2007,02:52 PM, OMM,2,Village riperean,On the move,2007-87,Capt
